Timestamp,Temperature,Humidity
2026-06-23 20:58:25,35.15,41.91
2026-06-23 20:58:27,27.16,51.94
2026-06-23 20:58:29,37.36,51.36
2026-06-23 20:58:31,26.81,66.59
2026-06-23 20:58:33,30.72,40.06
2026-06-23 20:58:35,38.03,53.99
2026-06-23 20:58:37,25.22,46.09
2026-06-23 20:58:39,30.54,44.62
2026-06-23 20:58:41,28.87,60.93
2026-06-23 20:58:43,31.19,46.68
2026-06-23 20:58:45,26.78,51.23
2026-06-23 20:58:47,29.08,64.01
2026-06-23 20:58:49,30.16,65.62
2026-06-23 20:58:51,33.08,63.05
2026-06-23 20:58:53,28.29,55.43
2026-06-23 20:58:55,25.55,49.64
2026-06-23 20:58:57,27.3,47.13
2026-06-23 20:58:59,28.84,50.25
2026-06-23 20:59:01,37.33,67.74
2026-06-23 20:59:03,26.07,59.94
2026-06-23 20:59:05,38.33,44.94
2026-06-23 20:59:07,39.58,61.59
2026-06-23 20:59:09,35.12,43.27
2026-06-23 20:59:11,26.97,65.65
2026-06-23 20:59:13,38.0,40.56
2026-06-23 20:59:15,38.25,51.44
2026-06-23 20:59:17,25.73,62.55
2026-06-23 20:59:19,35.38,45.68
2026-06-23 20:59:21,37.42,68.24
2026-06-23 20:59:23,39.52,52.53
2026-06-23 20:59:25,31.02,44.85
2026-06-23 20:59:27,25.3,48.92
2026-06-23 20:59:29,39.17,56.81
2026-06-23 20:59:31,37.17,67.63
2026-06-23 20:59:33,34.46,46.24
2026-06-23 20:59:35,36.06,64.49
2026-06-23 20:59:37,32.16,45.17
2026-06-23 20:59:39,27.68,51.35
2026-06-23 20:59:41,32.44,62.79
2026-06-23 20:59:43,27.57,53.12
2026-06-23 20:59:45,30.27,61.31
2026-06-23 20:59:47,28.37,63.41
2026-06-23 20:59:49,28.67,50.95
2026-06-23 20:59:51,30.76,56.85
2026-06-23 20:59:53,27.47,42.35
2026-06-23 20:59:55,31.11,42.13
2026-06-23 20:59:57,37.15,64.8
2026-06-23 20:59:59,35.7,68.96
2026-06-23 21:00:01,34.51,68.99
2026-06-23 21:00:03,32.88,48.26
2026-06-23 21:00:05,32.86,49.58
